sentence_id,words,labels
2252,Manuel,I-PER
2558,Punta,B-LOC
3161,San,B-LOC
4692,Mateos,I-PER
2162,suyu,I-LOC
2244,Kantarawi,B-LOC
2356,didactylus,O
872,Hatun,I-ORG
2549,distritu,I-LOC
2619,distritu,I-LOC
4933,Flavia,B-PER
489,urqu,I-ORG
5451,Philipinakuna,B-LOC
837,',O
2443,kantun,I-LOC
3350,Q'illu Unu,B-LOC
2266,',O
413,kiti,I-LOC
2146,',O
2016,',O
1902,de,I-PER
557,Polk,I-PER
1493,',O
5423,Ukhu,B-LOC
3408,Qunqalla,B-LOC
4355,Jepelacio,B-LOC
700,Wanta,B-LOC
2597,distritu,I-LOC
3210,San,B-LOC
3719,Yawyu,B-LOC
52,',O
2390,),O
658,Pastasa,B-LOC
1548,.,O
1124,.,O
388,marka,I-LOC
4769,Diego,B-PER
4945,Diez,I-PER
5190,Zamora,I-PER
3019,Valdivia,I-LOC
1133,Forlán,I-PER
2888,distritu,I-LOC
5217,Rivero,I-PER
2159,-,O
1159,CA,B-ORG
2317,',O
2349,.,O
219,Wilson,B-PER
3948,Santa,B-LOC
2118,.,O
5284,Mario,I-PER
2109,wari,I-LOC
714,de,I-PER
1787,Indígenas,O
3115,distritu,I-LOC
4576,Apullinkuna,I-ORG
5261,Cerna,I-PER
2480,Pikchu,I-LOC
1694,.,O
1714,Alberto,B-ORG
2639,distritu,I-LOC
1213,Kutupaksi,B-ORG
2077,chloropus,O
4672,Somoza,I-PER
3289,distritu,I-LOC
3765,Hatun,B-LOC
3650,distritu,I-LOC
687,1982,I-ORG
1272,(,O
3287,Qispiqanchi,B-LOC
353,mama,I-ORG
995,Miguel,I-LOC
1034,Kuntur,B-LOC
1032,San,I-PER
1860,),O
2468,Panpachirimanta,B-LOC
5238,Leónidas,I-PER
649,),O
2432,Shinzo,B-PER
5408,walla,I-LOC
3863,Pitipu,B-LOC
1631,",",O
3374,Kikihana,B-LOC
3954,Tupiqucha,B-LOC
2197,Pachantin,I-ORG
2667,Santiago,B-LOC
1868,',O
2147,',O
3524,Chawin,I-LOC
236,Agostini,I-ORG
2577,pruwinsya,I-LOC
439,amachasqa,I-ORG
2236,llaqtam,O
2988,distritu,I-LOC
1170,Kupa,I-ORG
1668,',O
1900,-,I-ORG
836,mama,I-ORG
2903,Waqana,B-LOC
1536,Kathuliku,I-ORG
569,Avelino,I-PER
1717,Rossi,I-PER
1094,),I-LOC
47,Dortmund,B-LOC
935,Cervantes,I-PER
5013,Albéniz,I-PER
999,.,O
2675,phaqcha,I-LOC
4763,Zavaleta,I-PER
1616,.,O
4223,Huwan,I-LOC
1620,Pikchu,I-LOC
2854,distritu,I-LOC
621,mama,I-ORG
1092,Arabya,I-LOC
1279,',O
659,(,O
1294,',I-LOC
1975,Scorza,I-PER
5057,Guillermo,I-PER
4984,Guadalupe,B-PER
1937,Wallan,I-LOC
1753,',O
4979,Gordon,I-PER
2062,llaqtanqa,I-LOC
728,pentandra,O
1377,T'arata,B-LOC
217,Waldheim,I-PER
875,Wayas,B-LOC
5243,Raymond,B-PER
1681,llaqta,I-LOC
2043,-,O
254,.,O
342,rikchasapa,I-PER
541,Lumu,B-LOC
5256,Mórtola,I-PER
1951,.,O
1599,",",I-PER
1736,Castilla,I-PER
468,.,O
840,Toribio,B-PER
2195,8,O
594,R.,I-PER
2395,(,O
4906,Emir,B-PER
5290,Rodríguez,I-PER
1596,),O
1853,Chilipi,B-ORG
422,GP,B-LOC
123,Pachantin,I-ORG
1193,**,O
1542,',O
4066,Tampupata,B-LOC
3204,distritu,I-LOC
3770,distritu,I-LOC
5334,Grimm,I-PER
2637,distritu,I-LOC
684,Gullit,I-PER
1862,**,O
3796,Pakasmayu,B-LOC
215,sach'a-sach'a,I-LOC
192,Kupa,I-ORG
751,.,O
2951,Siwas,I-LOC
709,'Merganetta,O
4817,Juan,B-PER
5232,Corral,I-PER
809,pruwinsya,I-LOC
1842,',O
1443,.,O
5307,Marie,I-PER
804,llaqta,I-ORG
755,Lima,B-LOC
2209,Chuskuñawi,O
355,1970,I-ORG
4036,distritu,I-LOC
304,willkachasqa,I-ORG
425,parki,I-ORG
918,.,O
4112,Chuntapampa,B-LOC
2346,Riva,I-PER
1505,Kashamarka,B-LOC
5391,hark'a,I-LOC
1374,Christoph,B-PER
3896,Lachaki,B-LOC
16,Taypi,B-LOC
2723,San,B-LOC
1246,Puntifisya,I-ORG
1952,tikranaq,O
4876,Páucar,I-PER
2356,),O
56,",",O
1489,",",O
4442,Pruwinsya,I-LOC
3165,Kashamarka,B-LOC
835,Nasa,I-LOC
3769,Qaw,I-LOC
538,Kuntur,B-LOC
888,Urin,I-LOC
4890,Edvard,B-PER
448,Simun,B-PER
961,Llaqtap,I-ORG
3255,Bolívar,B-LOC
2002,',O
591,Uma,B-LOC
4283,Tikillaqa,B-LOC
1960,',O
460,flora,I-ORG
2055,Hayt'ay,I-ORG
5176,Miguel,B-PER
2872,distritu,I-LOC
5283,Tayta,B-PER
4365,Tingo,B-LOC
924,',O
572,Ispaña,B-LOC
1006,Partidupipas,I-ORG
409,suyukuna,I-ORG
4025,Pastasa ,B-LOC
1900,Sumaku,B-ORG
2641,Tomás,I-LOC
4193,distritu,I-LOC
586,Rimana,I-ORG
3956,Wachupampa,B-LOC
2127,),I-PER
944,Adolfo,B-PER
4171,Waka,B-LOC
1205,',O
530,1879-1946,O
959,Secure,I-ORG
382,PUSAPUNA,O
1876,",",O
3237,Felipe,I-LOC
4918,Pérez,I-PER
2056,),O
727,makisapa,I-LOC
692,",",O
4943,González,I-PER
387,Walla,I-LOC
129,PUSAPUNA,O
972,Buliwyap,B-LOC
27,Piluta,B-ORG
2942,distritu,I-LOC
88,Matthäus,I-PER
3218,Qallayuq,B-LOC
5162,Couve,I-PER
3092,Chipaw,B-LOC
240,Mendoza,I-PER
536,Prada,I-PER
2146,.,O
707,Buena,I-LOC
208,.,O
3611,Palpa,B-LOC
1388,',O
1653,culto,O
1316,Teresa,I-LOC
1059,Hanan,B-ORG
3046,distritu,I-LOC
5153,de,I-PER
4613,Osorio,I-PER
5238,Rafael,B-PER
5185,Quispe,I-PER
677,Ignacio,B-PER
108,T'uru,B-ORG
3986,Kulunya,B-LOC
964,Killa,B-LOC
538,gryphus,O
261,Emanuele,I-PER
2160,Uchuy,B-LOC
3251,distritu,I-LOC
400,Sichura,B-LOC
5135,de,I-PER
4282,Quwata,B-LOC
1367,de,I-PER
2644,distritu,I-LOC
5231,VIII,I-PER
4426,pruwinsya,I-LOC
3834,Simbal,B-LOC
3223,Capilla,I-LOC
1107,Humala,I-PER
2008,Miguel,B-PER
1982,rit'i,I-LOC
3174,Chimuch,B-LOC
2105,(,O
1501,Amaru,I-PER
1020,q'inti,I-LOC
46,José,B-PER
2114,',O
969,distritu,I-LOC
672,),O
3642,Iskus,B-LOC
301,Perón,I-PER
4225,Tirapata,B-LOC
923,),O
4086,Lluq'i,B-LOC
2089,Victoria,B-LOC
144,yaku,I-LOC
2810,Qutaparaqu,B-LOC
1593,),I-ORG
987,",",O
1720,),O
2307,Chuqiyapu,B-LOC
1368,August,I-PER
3032,distritu,I-LOC
4851,Robles,I-PER
8,Zagallo,I-PER
3299,Limatampu,B-LOC
2035,AC,B-ORG
5186,Nicholas,B-PER
4315,pruwinsya,I-LOC
1471,Sarashima,B-LOC
3238,José,I-LOC
1797,Hayt'ay,I-ORG
857,Borja,I-LOC
406,1986,I-ORG
1222,.,O
236,llaqta,I-ORG
1026,Combi,I-PER
4585,Yachay,I-ORG
4811,Avilés,I-PER
1927,Velasco,I-PER
2100,Toribio,B-PER
4127,Wachun,B-LOC
3786,La,B-LOC
1557,Kashapampa,B-LOC
1256,.,O
1999,walla,I-ORG
1478,José,B-PER
955,Paz,I-LOC
2957,distritu,I-LOC
891,',O
183,Obama,I-PER
3969,Walmay,B-LOC
907,Shandong,B-LOC
5050,José,B-PER
933,Pardo,I-PER
1281,",",O
3736,Tapu,B-LOC
3561,Mulinu,B-LOC
736,",",O
4298,Kuyukuyu,B-LOC
1247,Belisario,B-LOC
4736,Edenwan,I-PER
3184,Suruchuku,B-LOC
919,iskay,I-PER
84,.,O
1374,Beethoven,I-PER
2373,Platini,I-PER
211,-,O
2427,),I-LOC
1735,Pardo,I-PER
4577,Yachay,I-ORG
647,(,O
3814,distritu,I-LOC
4180,Unión,I-LOC
3318,Yanawqa,B-LOC
1178,qhapaq,I-ORG
4837,Rivarola,I-PER
3536,Marqus,B-LOC
823,Víctor,B-PER
4273,Amantani,B-LOC
1047,(,O
207,Piérola,I-PER
1471,',O
3861,Kañaris,B-LOC
1909,Arhintina,I-LOC
923,",",O
5185,Jiménez,I-PER
600,Basilika,O
686,de,I-LOC
2883,Justo,B-LOC
2217,'Phoenicopterus,O
4898,Ella,B-PER
2041,.,O
2788,Qunqas,B-LOC
648,willkachasqa,I-LOC
1620,Machu,B-LOC
2991,distritu,I-LOC
3220,distritu,I-LOC
3873,Paqura,B-LOC
562,",",O
1368,(,O
2223,Inka,I-PER
102,',O
1662,Q'imi,B-LOC
584,',O
404,PUSAPUNA,O
2326,',O
1277,.,O
2905,Rocchacc,B-LOC
2440,',O
2006,iskay,I-PER
1174,2006,I-ORG
1685,',O
5273,Sara,B-PER
5045,Arturo,I-PER
3731,Wiskatan,B-LOC
694,1990,I-ORG
3133,distritu,I-LOC
2137,',O
1660,.,O
385,Antawaylla,I-LOC
3761,Wiru,B-LOC
2426,.,O
2844,Chinchiru,B-LOC
1053,-,O
950,',O
1187,Lurisquta,B-LOC
1858,Georg,B-PER
1317,chilensis,O
1482,',O
1346,',O
1751,(,I-ORG
2112,mawk'a,I-ORG
2989,Pampaqullqa,B-LOC
3279,pruwinsya,I-LOC
1770,sach'a-sach'a,I-LOC
3538,Qichwachaw,I-LOC
1577,del,I-LOC
1767,Piruw,B-ORG
4170,Tamarindo,B-LOC
1145,',O
1570,Mendoza,I-LOC
675,Puntifisya,I-ORG
4019,Yurimawas,B-LOC
1374,Willibald,I-PER
1242,Manuel,B-PER
979,Villa,B-LOC
1325,de,I-PER
2360,Antonio,B-PER
375,Kamasqa,O
2103,suyukuna,I-ORG
972,Antikuna,B-LOC
2980,distritu,I-LOC
2431,Πυθαγόρας,O
467,.,O
4632,tayta,B-PER
159,",",O
2184,suyu,I-LOC
39,Tunki,B-LOC
946,',O
2761,Wari,B-LOC
2225,mamallaqta,I-ORG
1081,qhapaq,I-ORG
1420,Yashin,I-PER
680,(,O
1338,.,O
261,Qhipaqnin,O
546,),O
1786,),I-LOC
2099,(,O
461,Kupa,I-ORG
1783,Bolívarmantam,I-PER
388,Impapura,B-LOC
4385,Shapaja,B-LOC
4655,Milla,I-PER
3026,distritu,I-LOC
4045,distritu,I-LOC
2374,.,O
4525,Soniata,B-PER
4102,Uqshapampa,B-LOC
4352,distritu,I-LOC
1770,kawsanku,O
703,parki,I-ORG
4963,Gabriel,B-PER
5169,Mercedes,B-PER
1150,Anqash,B-LOC
248,PUSAPUNA,O
3364,Wanukiti,B-LOC
530,Arguedas,I-PER
277,suyu,I-LOC
2207,(,I-LOC
285,Piluta,B-ORG
2660,kancha,I-LOC
318,Hayt'ay,I-ORG
1908,Ransiya,I-LOC
1119,Hayt'ay,I-ORG
1386,Hilderaldo,B-PER
171,Chaplin,I-PER
866,Tapukuq,B-ORG
242,.,O
4775,Cesarqa,B-PER
2152,Gaius,B-PER
790,Miroslav,B-PER
2026,Kupa,I-ORG
3375,Kusipata,B-LOC
3115,Allpapampa,B-LOC
4573,paqtachaypata,I-ORG
4346,Tabalosos,B-LOC
2126,Piluta,B-ORG
3903,Imperial,B-LOC
1403,pruwinsya,I-LOC
1978,Buliwyap,B-LOC
504,),O
2552,Mar,I-LOC
41,Tayaqaqa,I-LOC
1762,Yupanki,I-PER
4236,Chulli,B-LOC
435,T'uru,B-ORG
3206,Chiliti,B-LOC
1341,(,O
3821,Chuka,I-LOC
1797,1938,I-ORG
1748,Suntur,I-ORG
1780,Prado,I-PER
2015,PUSAPUNA,O
5010,Íñigo,B-PER
1966,-,O
927,Pakistan,B-LOC
552,Wanuku,B-LOC
4614,Gregorio,B-PER
273,.,O
2738,Jangas,B-LOC
10,m,O
458,.,O
871,Hayt'ay,I-ORG
1515,(,O
2556,Piedra,I-LOC
665,Qusqu,B-LOC
1486,Haya,I-PER
4609,Bográn,I-PER
798,',O
701,.,O
325,San,B-ORG
123,Piluta,B-ORG
279,'Falco,O
87,Kañiti,B-LOC
2433,',O
793,(,I-LOC
1951,.,O
1074,Cruz,I-PER
3013,distritu,I-LOC
2121,San,I-ORG
4928,Alcindor,I-PER
315,llaqta,I-ORG
4891,Victor,I-PER
3245,distritu,I-LOC
211,Höwedes,I-PER
2617,distritu,I-LOC
2317,.,O
1949,',O
2409,Piruw,I-ORG
2794,Kunchuku,B-LOC
1500,walla,I-ORG
5219,de,I-PER
2510,Martín,I-LOC
1543,Piluta,B-ORG
5313,I,I-PER
4050,Herrera,I-LOC
75,",",O
944,con,O
3233,distritu,I-LOC
3056,distritu,I-LOC
2788,distritu,I-LOC
2281,Pachantin,I-ORG
1201,(,O
1403,",",O
4194,distritu,I-LOC
450,Hulyu,B-PER
7,',O
493,Chawin,I-LOC
3362,distritu,I-LOC
25,suyu,I-ORG
1698,",",O
377,.,O
1467,(,I-ORG
493,distritu,I-LOC
3640,Disimrip,B-LOC
4266,Nuñuwa,B-LOC
1376,Krus,I-LOC
3612,Grande,I-LOC
3065,distritu,I-LOC
1995,.,O
5126,Gorozabel,I-PER
4973,López,I-PER
1913,Hayt'ay,I-ORG
1781,Domingo,I-PER
2274,Yatana,B-ORG
3621,distritu,I-LOC
753,munisipyu,I-LOC
2591,distritu,I-LOC
2111,Anqash,B-LOC
2678,pruwinsya,I-LOC
1612,Manawi,B-LOC
250,sallqa,I-ORG
1194,Kupa,I-ORG
872,Chakraruna,I-ORG
1010,',O
2037,),O
700,",",O
1862,Urqu,B-LOC
5293,Teófilo,B-PER
1549,llaqta,I-ORG
2630,Luya,B-LOC
5163,Mauro,B-PER
3267,distritu,I-LOC
2092,Ramón,I-LOC
2430,-,O
4076,Labirintu,B-LOC
3877,pruwinsya,I-LOC
3047,Kankallu,B-LOC
1443,Raúl,B-PER
2612,Ullirus,B-LOC
807,',O
3462,Qirqu,B-LOC
4006,Wiñaq,B-LOC
4064,Vargas,B-LOC
87,pruwinsya,I-LOC
2815,Perú,I-LOC
640,Ho,B-LOC
968,',O
4130,Wiqu,B-LOC
3189,distritu,I-LOC
1814,José,B-PER
1768,',O
5177,Ríos,I-PER
4435,Aguas,B-LOC
1840,Hamp'atu,B-LOC
2653,distritu,I-LOC
339,",",O
3290,distritu,I-LOC
924,),O
1128,Kupa,I-ORG
1786,REDIRECCIÓN,O
1110,***,O
252,Charlton,I-PER
1432,.,O
4769,Mesa,I-PER
4459,Cercado,B-LOC
2440,de,I-PER
626,willkachasqa,I-ORG
610,Mendoza,I-PER
1993,Oulu,B-LOC
1427,**,O
1764,Pachantin,I-ORG
1081,kaynin,I-ORG
805,Wiesbaden,B-LOC
498,Cedrela,O
220,Piluta,B-ORG
1432,Martín,I-PER
195,kawsay,I-ORG
644,',O
1733,Piluta,B-ORG
5008,Vega,I-PER
1113,karqan,O
814,mama,I-ORG
2757,Uqu,B-LOC
5061,Zapatero,I-PER
471,kalistu,I-LOC
5340,Zinedine,B-PER
1653,Inlisya,B-ORG
2706,distritu,I-LOC
1271,Kupa,I-ORG
4918,Jiménez,I-PER
3556,Morada,I-LOC
2777,distritu,I-LOC
5248,Richard,B-PER
1700,Chuqiyapu,B-LOC
924,Sichura,B-LOC
1622,.,O
2058,Pachantin,I-ORG
1751,Buliwya,I-ORG
3197,distritu,I-LOC
1535,.,O
5281,Guzmán,I-PER
817,Hatun,B-LOC
3116,Kulta,B-LOC
5221,Mazariegos,I-PER
1258,'Pteronura,O
811,Calzada]],O
1790,Pachantin,I-ORG
870,Pardo,I-PER
1951,',O
2867,distritu,I-LOC
522,',O
1345,Kimsa,B-ORG
576,London,B-LOC
1024,Qhapaq,B-LOC
1361,Andrade,I-PER
3762,Asqupi,B-LOC
116,Antonio,I-PER
5155,Hidebrandtqa,I-PER
4457,von,I-LOC
58,1970,I-ORG
774,amachasqa,I-ORG
2637,San,B-LOC
1612,Wayas,B-LOC
5148,Reiche,I-PER
2515,pruwinsya,I-LOC
3835,Larco,I-LOC
5013,Pascual,I-PER
2091,Tupaq,I-PER
291,.,O
2827,Kashapanpa,B-LOC
175,.,O
4672,Debayle,I-PER
104,Pachantin,I-ORG
4067,Tawamanu,B-LOC
1114,Piruwanu,B-ORG
3975,Pachangara,B-LOC
2257,Santos,I-PER
2562,distritu,I-LOC
765,ch'unqa,I-LOC
225,urqu,I-LOC
2478,Juan,I-LOC
2954,Tarujani,B-LOC
1274,de,I-PER
2214,Susyalismuman,B-ORG
3800,Chillya,B-LOC
1483,Puyewe,B-ORG
3963,Prado,I-LOC
423,.,O
1713,kama,O
1562,),O
2517,urqu,I-LOC
1092,Republika,I-LOC
1009,Kupa,I-ORG
1442,T'utura,B-LOC
3854,Pumallqa,B-LOC
1634,',O
5164,Planck,I-PER
3322,Qumpapata,B-LOC
766,mama,I-ORG
103,llaqtanqa,I-LOC
1519,',O
1755,(,O
3803,Patas,B-LOC
1210,Clorinda,B-PER
4167,Arinal,B-LOC
4238,Uma,I-LOC
913,(,I-LOC
5439,Ecuadorpi,B-LOC
2312,Siiwuri,I-PER
5008,la,I-PER
1375,PUSAPUNA,O
1986,.,O
1497,Ariqipa,B-LOC
587,Simi,I-ORG
138,",",O
1129,Hayt'ay,I-ORG
4997,Augustus,I-PER
1440,'Egretta,O
641,distritu,I-LOC
677,Andrade,I-PER
3395,Markas,B-LOC
1126,',O
1112,),O
144,Manqu,B-LOC
5226,Kjerschow,I-PER
703,llaqta,I-ORG
1412,),I-LOC
1044,Aswanta,O
2011,.,O
4199,pruwinsya,I-LOC
369,Pachantin,I-ORG
17,),I-LOC
2079,Joseph,I-PER
5310,Victor,B-PER
3176,distritu,I-LOC
4032,distritu,I-LOC
2174,Piruw,B-ORG
1961,'La,O
1121,.,O
1091,Schmidt,I-PER
4793,Marlowe,I-PER
101,Hayt'ay,I-ORG
3627,Satipu,B-LOC
232,qhichwa,I-ORG
2351,Pardo,I-PER
2521,distritu,I-LOC
4847,Colombo,I-PER
1613,.,O
3517,Quchapampa,B-LOC
812,),I-LOC
3887,Supi,B-LOC
1327,',O
5251,Fontanarrosa,I-PER
1022,pruwinsya,I-LOC
687,Piluta,B-ORG
3248,distritu,I-LOC
2363,Pachantin,I-ORG
4048,San,I-LOC
324,distritu,I-LOC
1406,mama,I-LOC
1598,munisipyu,I-LOC
3252,Gálvez,I-LOC
5336,López,I-PER
1473,),O
629,.,O
3591,Yanaq,B-LOC
4701,Alberto,B-PER
4982,Torrentera,I-PER
1808,Sucre,I-PER
2662,Kumayna,I-LOC
3369,Qullqipata,B-LOC
791,Tello,I-PER
3458,Arma,I-LOC
509,',O
2089,llaqtam,O
2684,pruwinsya,I-LOC
2309,'Pheonicoparrus,O
1416,Ikwadur,B-LOC
3795,Hiqitipiqi,B-LOC
1351,Gamarra,I-PER
3053,distritu,I-LOC
4725,Angelo,B-PER
1502,Rimana,I-ORG
1682,2002,I-ORG
1759,q'inti,I-LOC
1615,Secure,I-ORG
4779,Darwinpa,I-PER
1736,',O
2389,Awya,B-ORG
694,Hayt'ay,I-ORG
1829,),O
5192,Bravo,I-PER
632,de,O
1184,wamp'uwatana,I-LOC
957,munisipyu,I-LOC
387,Yuraq,B-LOC
3367,Kaykay,B-LOC
1408,Indihina,I-ORG
4336,Tingo,B-LOC
2198,*Suqsu,O
4123,Pawqartampu,B-LOC
939,),O
787,ñiqin,I-PER
3682,Wankan,B-LOC
2853,distritu,I-LOC
4954,Gómez,I-PER
3639,Chupaka,B-LOC
828,Antañiqiq,B-PER
1000,Johann,B-PER
1939,Nicolás,B-PER
1028,Umalliqmi,O
20,Betancourt,I-PER
3160,Markus,I-LOC
4734,Eden,I-PER
1625,Ichigkat,B-ORG
1989,Sunin,B-LOC
5256,Rodolfo,B-PER
2294,Sami,B-PER
3882,Wawra,B-LOC
3671,Qarwakallanka,B-LOC
3352,Ana,I-LOC
4973,Gerardo,B-PER
1459,mamallaqta,I-ORG
3588,Musuqllaqta,B-LOC
1013,Tursiops,O
1334,Kupa,I-ORG
2554,Pachakamaq,B-LOC
4,Simi,I-ORG
3444,Muya,B-LOC
394,de,I-PER
1438,),O
1521,Raqch'ipi,B-LOC
808,Uchuy,B-LOC
4196,Organos,I-LOC
1377,),I-LOC
3913,Kañitipi,I-LOC
1915,Piluta,B-ORG
5344,Jarani,B-LOC
210,(,O
4542,Francisco,B-PER
3329,distritu,I-LOC
973,-,O
521,llaqtanqa,I-LOC
388,marka,I-LOC
1183,',O
1919,.,O
5052,Chuqiwanka,I-PER
2817,distritu,I-LOC
3947,San,B-LOC
2003,',O
1252,Kunti,I-LOC
1673,.,O
2437,.,O
64,.,O
744,Piluta,B-ORG
316,Tejada,I-PER
599,Achachilla,I-ORG
2748,Anra,B-LOC
729,Tupaq,B-PER
4699,García,I-PER
1436,'Phoenicoparrus,O
5272,I,I-PER
901,.,O
462,PUSAPUNA,O
1103,Binidiktu,B-PER
2820,distritu,I-LOC
2132,munisipyu,I-LOC
4829,Beauregard,I-PER
1449,1990,I-ORG
2198,Wiraqucha,B-PER
1186,llaqta,I-ORG
1840,6.288,O
769,Di,I-PER
189,Chocano,I-PER
2067,(,I-LOC
5393,amachana,I-LOC
219,da,I-PER
283,',O
2027,",",O
4627,O’Neill,I-PER
260,",",O
1904,Maestra,O
418,Kupa,I-ORG
1563,Pasqu,B-LOC
902,Uma,B-LOC
1103,.,O
3578,pruwinsya,I-LOC
2283,Qurani,B-LOC
2548,Olivos,I-LOC
2039,fasciatus,O
511,.,O
2178,Santo,I-PER
1013,',O
2790,Raján,I-LOC
3308,Quya,B-LOC
2854,Tampurqu,B-LOC
2487,Ipakarai,B-LOC
619,Eva,I-PER
1186,mama,I-ORG
1724,llaqtaqa,O
1282,yareta,O
364,Kupa,I-ORG
2276,Shaoqi,I-PER
4947,Hernández,I-PER
3000,Kaylluma,B-LOC
1645,),O
569,',O
706,parki,I-ORG
1878,Piluta,B-ORG
33,Uli,B-PER
2713,distritu,I-LOC
3367,distritu,I-LOC
1005,Gard,I-ORG
4789,César,B-PER
820,kawsay,I-ORG
2633,distritu,I-LOC
1837,Pastasa,B-LOC
5260,Koeman,I-PER
2051,',O
1095,mamallaqta,I-ORG
2019,Iwrupa,B-ORG
3541,Baños,B-LOC
4370,Miguel,I-LOC
2331,tajacu,O
2960,distritu,I-LOC
2101,Sunturnin,I-ORG
1985,(,I-LOC
349,17,O
654,.,O
2440,José,I-PER
4707,Tantanian,I-PER
4996,Henry,B-PER
2156,suyu,I-LOC
1798,Manqu,B-PER
1700,pruwinsya,I-LOC
3301,Pukyura,B-LOC
1434,llaqta,I-LOC
1254,Garci,I-LOC
2136,distrituqa,O
2303,Kupa,I-ORG
5304,Kunturkanki,I-PER
1355,(,O
3839,Chiklayu,B-LOC
3274,distritu,I-LOC
2134,==,O
1105,'Agelaius,O
1586,Ronaldo,I-PER
1135,PUSAPUNA,O
496,),I-LOC
2585,distritu,I-LOC
3589,Sunampi,B-LOC
3895,Kanta,B-LOC
318,Pachantin,I-ORG
14,:,I-LOC
2206,Juan,B-PER
1534,14,O
964,",",I-LOC
932,Hayt'ay,I-ORG
262,Román,I-PER
2341,(,O
1559,Morales,I-PER
603,Wilhelm,B-PER
459,.,O
733,",",O
478,Ullantaytampu,B-LOC
1026,3,O
1134,karqan,O
3522,Llata,B-LOC
3236,Salliqi,B-LOC
2445,basilikan,I-ORG
2428,Mach'ay,I-LOC
4808,Javier,B-PER
1341,),O
265,.,O
1922,distritu,I-LOC
4951,Francisco,B-PER
4837,Acosta,I-PER
2007,mamallaqta,I-ORG
1403,",",O
999,Hukllachasqa,B-LOC
2744,Qullqapampa,B-LOC
4797,Gilberto,I-PER
1663,suyu,I-LOC
4596,Jochem,I-PER
1862,sach'awaka,I-LOC
622,),O
2315,Isiboro,B-ORG
706,T'uru,B-ORG
249,PUSAPUNA,O
601,Piluta,B-ORG
4972,Jean,I-PER
1829,'Vultur,O
5322,Seger,I-PER
862,Hatun,I-ORG
274,.,O
4363,distritu,I-LOC
5033,Armand,I-PER
2914,Mariscal,B-LOC
4595,Máximo,B-PER
5388,llaqta,I-LOC
1034,',O
1777,mamallaqta,I-ORG
4503,Adrianpa,B-PER
2676,Mansirichi,B-LOC
688,5.768,O
88,',O
1887,Sunturnin,I-ORG
5118,Darío,I-PER
3303,distritu,I-LOC
2282,Chaypi,O
2250,San,I-ORG
1864,Garcíap,I-PER
1944,PUSAPUNA,O
4577,San,I-ORG
5381,sallqa,I-LOC
219,.,O
4706,Escarza,I-PER
1848,',O
4427,Sal,I-LOC
5019,Denner,I-PER
1124,',O
3826,Porvenir,I-LOC
2202,",",O
1129,Piluta,B-ORG
2523,Anchuqaya,B-LOC
2690,Pumapampa,B-LOC
4931,Morena,I-PER
5227,Peter,B-PER
341,Mariano,B-PER
5181,Neil,B-PER
383,.,O
4823,Onetti,I-PER
1910,Wen,B-PER
1554,Uwuy,B-ORG
3130,distritu,I-LOC
1056,San,B-LOC
2497,Awahun,B-LOC
2313,FC,B-ORG
1227,.,O
4435,distritu,I-LOC
4805,Fulgencio,B-PER
5175,de,I-PER
1645,MAS,O
332,Ismael,B-ORG
1948,Oleg,B-PER
4023,Mansirichi,B-LOC
3489,pruwinsya,I-LOC
4201,pruwinsya,I-LOC
1774,-,O
1929,gryphus,O
1077,(,O
2042,Piluta,B-ORG
4001,Pedro,I-LOC
2760,distritu,I-LOC
314,Tarija,B-LOC
3918,Atavillos,B-LOC
1994,qucha,I-LOC
3798,Lluq,I-LOC
2039,',O
5060,Altamirano,I-PER
1616,**,O
2648,distritu,I-LOC
5137,María,B-PER
1485,2014,I-ORG
2439,Kupa,I-ORG
4460,Legua,I-LOC
2995,Wiraku,B-LOC
5240,Prialé,I-PER
1904,Humanidad,O
1270,San,B-ORG
1346,Dwight,B-PER
1657,sallqa,I-ORG
2170,Isaac,B-PER
4163,Santa,B-LOC
841,-,O
1300,),O
2230,),I-LOC
1257,',O
2564,Borja,I-LOC
2851,distritu,I-LOC
2374,(,O
16,Chaka,I-LOC
2244,pruwinsya,I-LOC
3944,distritu,I-LOC
5234,Valencia,B-PER
2000,Lima,B-LOC
2949,Juan,I-LOC
5198,William,I-PER
1729,PUSAPUNA,O
343,V,I-PER
2406,ñiqin,I-PER
4476,Elvirawan,B-PER
1834,Pachantin,I-ORG
4596,Heidtmannqa,I-PER
4963,García,I-PER
1445,llaqta,I-LOC
1333,Piluta,B-ORG
896,de,I-PER
3263,distritu,I-LOC
3293,Pumaqanchi,B-LOC
612,mamallaqta,I-ORG
1088,Kupa,I-ORG
4597,von,I-PER
293,Kunti,I-LOC
1749,Susyalismuman,B-ORG
1687,T'uru,B-ORG
2837,distritu,I-LOC
704,Amaru,I-PER
3268,distritu,I-LOC
1181,Ziyang,I-PER
1360,Quchapampa,I-LOC
2356,Cyclopes,O
1666,mamallaqta,I-ORG
3097,Pallqu,B-LOC
243,),O
1172,Pachantin,I-ORG
1581,1922-1999,O
1390,Mama,B-ORG
5068,Sócrates,I-PER
1818,Huñu,I-ORG
5109,Torre,I-PER
4751,Rivadavia,I-PER
4586,Yachay,I-ORG
1473,Kamasqa,O
2110,',O
213,Piluta,B-ORG
2393,von,I-PER
2827,distritu,I-LOC
3376,distritu,I-LOC
3108,Chumpi,B-LOC
474,llaqtam,O
421,'Leopardus,O
